"ORF","GENE","GO set","GO term","GO ID","order"
"YNL212W","VID27","P","biological_process","GO:0008150","g"
"YMR178W","YMR178W","P","biological_process","GO:0008150","g"
"YPR170C","YPR170C","P","biological_process","GO:0008150","g"
"YPR169W-A","YPR169W-A","P","biological_process","GO:0008150","g"
"YER088W-B","YER088W-B","P","biological_process","GO:0008150","g"
"YER088C-A","YER088C-A","P","biological_process","GO:0008150","g"
"YPR172W","YPR172W","P","biological_process","GO:0008150","g"
"YBR178W","YBR178W","P","biological_process","GO:0008150","g"
"YKR098C","UBP11","P","biological_process","GO:0008150","g"
"YDR316W","OMS1","P","biological_process","GO:0008150","g"
"YAL064C-A","TDA8","P","biological_process","GO:0008150","g"
"YCR097W-A","YCR097W-A","P","biological_process","GO:0008150","g"
"YHL029C","OCA5","P","biological_process","GO:0008150","g"
"YLR352W","YLR352W","P","biological_process","GO:0008150","g"
"YDL118W","YDL118W","P","biological_process","GO:0008150","g"
"YOR271C","FSF1","P","biological_process","GO:0008150","g"
"YCR100C","YCR100C","P","biological_process","GO:0008150","g"
"YGL034C","YGL034C","P","biological_process","GO:0008150","g"
"RNA170","RNA170","P","biological_process","GO:0008150","g"
"YPL038W-A","YPL038W-A","P","biological_process","GO:0008150","g"
"YPR177C","YPR177C","P","biological_process","GO:0008150","g"
"YGL036W","YGL036W","P","biological_process","GO:0008150","g"
"YMR187C","YMR187C","P","biological_process","GO:0008150","g"
"YCR108C","YCR108C","P","biological_process","GO:0008150","g"
"YFR036W-A","YFR036W-A","P","biological_process","GO:0008150","g"
"YDR271C","YDR271C","P","biological_process","GO:0008150","g"
"YMR141W-A","YMR141W-A","P","biological_process","GO:0008150","g"
"YLR358C","YLR358C","P","biological_process","GO:0008150","g"
"YPL182C","YPL182C","P","biological_process","GO:0008150","g"
"YEL017W","GTT3","P","biological_process","GO:0008150","g"
"YDL026W","YDL026W","P","biological_process","GO:0008150","g"
"YLR124W","YLR124W","P","biological_process","GO:0008150","g"
"YHL043W","ECM34","P","biological_process","GO:0008150","g"
"YHR214C-D","YHR214C-D","P","biological_process","GO:0008150","g"
"YDR278C","YDR278C","P","biological_process","GO:0008150","g"
"YHL045W","YHL045W","P","biological_process","GO:0008150","g"
"YHL046C","PAU13","P","biological_process","GO:0008150","g"
"YAL004W","YAL004W","P","biological_process","GO:0008150","g"
"YIL046W-A","YIL046W-A","P","biological_process","GO:0008150","g"
"YOR289W","YOR289W","P","biological_process","GO:0008150","g"
"YDL114W","YDL114W","P","biological_process","GO:0008150","g"
"YBR190W","YBR190W","P","biological_process","GO:0008150","g"
"YEL023C","YEL023C","P","biological_process","GO:0008150","g"
"YDR413C","YDR413C","P","biological_process","GO:0008150","g"
"YMR194C-A","YMR194C-A","P","biological_process","GO:0008150","g"
"YBR074W","PFF1","P","biological_process","GO:0008150","g"
"YBR076C-A","YBR076C-A","P","biological_process","GO:0008150","g"
"YHR126C","ANS1","P","biological_process","GO:0008150","g"
"YMR196W","YMR196W","P","biological_process","GO:0008150","g"
"YGR051C","YGR051C","P","biological_process","GO:0008150","g"
"YMR013W-A","YMR013W-A","P","biological_process","GO:0008150","g"
"YCL041C","YCL041C","P","biological_process","GO:0008150","g"
"YKR018C","YKR018C","P","biological_process","GO:0008150","g"
"YDL007C-A","YDL007C-A","P","biological_process","GO:0008150","g"
"YLR366W","YLR366W","P","biological_process","GO:0008150","g"
"YJR056C","YJR056C","P","biological_process","GO:0008150","g"
"YKL090W","CUE2","P","biological_process","GO:0008150","g"
"YOR292C","YOR292C","P","biological_process","GO:0008150","g"
"YMR155W","YMR155W","P","biological_process","GO:0008150","g"
"YLR278C","YLR278C","P","biological_process","GO:0008150","g"
"YNL024C","EFM6","P","biological_process","GO:0008150","g"
"YNL024C-A","KSH1","P","biological_process","GO:0008150","g"
"YIR021W-A","YIR021W-A","P","biological_process","GO:0008150","g"
"YDL012C","YDL012C","P","biological_process","GO:0008150","g"
"YGR204C-A","YGR204C-A","P","biological_process","GO:0008150","g"
"YGL053W","PRM8","P","biological_process","GO:0008150","g"
"YML057C-A","YML057C-A","P","biological_process","GO:0008150","g"
"YKR078W","YKR078W","P","biological_process","GO:0008150","g"
"YLR198C","YLR198C","P","biological_process","GO:0008150","g"
"YMR160W","YMR160W","P","biological_process","GO:0008150","g"
"YCL001W-B","YCL001W-B","P","biological_process","GO:0008150","g"
"YJL067W","YJL067W","P","biological_process","GO:0008150","g"
"YCL049C","YCL049C","P","biological_process","GO:0008150","g"
"YDR426C","YDR426C","P","biological_process","GO:0008150","g"
"YEL033W","MTC7","P","biological_process","GO:0008150","g"
"YOL019W","YOL019W","P","biological_process","GO:0008150","g"
"YGL057C","GEP7","P","biological_process","GO:0008150","g"
"YPL152W-A","YPL152W-A","P","biological_process","GO:0008150","g"
"YPL199C","YPL199C","P","biological_process","GO:0008150","g"
"YPL238C","YPL238C","P","biological_process","GO:0008150","g"
"YML108W","YML108W","P","biological_process","GO:0008150","g"
"YML009W-B","YML009W-B","P","biological_process","GO:0008150","g"
"YDR526C","YDR526C","P","biological_process","GO:0008150","g"
"YIL066W-A","YIL066W-A","P","biological_process","GO:0008150","g"
"YCL054W-A","RDT1","P","biological_process","GO:0008150","g"
"YBL049W","MOH1","P","biological_process","GO:0008150","g"
"YOL159C","CSS3","P","biological_process","GO:0008150","g"
"YPL062W","YPL062W","P","biological_process","GO:0008150","g"
"YPR059C","YPR059C","P","biological_process","GO:0008150","g"
"YPR061C","JID1","P","biological_process","GO:0008150","g"
"YPL064C","CWC27","P","biological_process","GO:0008150","g"
"YNL254C","RTC4","P","biological_process","GO:0008150","g"
"YAR073W","IMD1","P","biological_process","GO:0008150","g"
"YHR146W","CRP1","P","biological_process","GO:0008150","g"
"YOR305W","RRG7","P","biological_process","GO:0008150","g"
"YJL086C","YJL086C","P","biological_process","GO:0008150","g"
"YNL300W","TOS6","P","biological_process","GO:0008150","g"
"YBR089W","YBR089W","P","biological_process","GO:0008150","g"
"YGL014C-A","YGL014C-A","P","biological_process","GO:0008150","g"
"Q0143","Q0143","P","biological_process","GO:0008150","g"
"YMR034C","RCH1","P","biological_process","GO:0008150","g"
"YML018C","YML018C","P","biological_process","GO:0008150","g"
"YOL118C","YOL118C","P","biological_process","GO:0008150","g"
"YIL025C","YIL025C","P","biological_process","GO:0008150","g"
"YDL196W","YDL196W","P","biological_process","GO:0008150","g"
"snR190","SNR190","P","biological_process","GO:0008150","g"
"YDL072C","YET3","P","biological_process","GO:0008150","g"
"YPL162C","YPL162C","P","biological_process","GO:0008150","g"
"YDL023C","YDL023C","P","biological_process","GO:0008150","g"
"YLR162W","YLR162W","P","biological_process","GO:0008150","g"
"YHR021W-A","ECM12","P","biological_process","GO:0008150","g"
"YHR059W","FYV4","P","biological_process","GO:0008150","g"
"YDL025W-A","YDL025W-A","P","biological_process","GO:0008150","g"
"YCL022C","YCL022C","P","biological_process","GO:0008150","g"
"YBR221W-A","YBR221W-A","P","biological_process","GO:0008150","g"
"YPR074W-A","YPR074W-A","P","biological_process","GO:0008150","g"
"YLR390W","ECM19","P","biological_process","GO:0008150","g"
"YLR257W","YLR257W","P","biological_process","GO:0008150","g"
"YBR223W-A","YBR223W-A","P","biological_process","GO:0008150","g"
"YBL010C","YBL010C","P","biological_process","GO:0008150","g"
"YIL032C","YIL032C","P","biological_process","GO:0008150","g"
"YNL046W","YNL046W","P","biological_process","GO:0008150","g"
"YDR445C","YDR445C","P","biological_process","GO:0008150","g"
"YHR156C","LIN1","P","biological_process","GO:0008150","g"
"YGL069C","YGL069C","P","biological_process","GO:0008150","g"
"YPR076W","YPR076W","P","biological_process","GO:0008150","g"
"YIL077C","YIL077C","P","biological_process","GO:0008150","g"
"YCR001W","YCR001W","P","biological_process","GO:0008150","g"
"YAL026C-A","YAL026C-A","P","biological_process","GO:0008150","g"
"YJL007C","YJL007C","P","biological_process","GO:0008150","g"
"YIL177W-A","YIL177W-A","P","biological_process","GO:0008150","g"
"YLR222C-A","YLR222C-A","P","biological_process","GO:0008150","g"
"YLL037W","YLL037W","P","biological_process","GO:0008150","g"
"YFL051C","YFL051C","P","biological_process","GO:0008150","g"
"YKL065W-A","YKL065W-A","P","biological_process","GO:0008150","g"
"YPR084W","YPR084W","P","biological_process","GO:0008150","g"
"YPR085C","ASA1","P","biological_process","GO:0008150","g"
"YBR103C-A","YBR103C-A","P","biological_process","GO:0008150","g"
"YMR084W","YMR084W","P","biological_process","GO:0008150","g"
"YDR067C","OCA6","P","biological_process","GO:0008150","g"
"YML083C","YML083C","P","biological_process","GO:0008150","g"
"YDL034W","YDL034W","P","biological_process","GO:0008150","g"
"YKL068W-A","YKL068W-A","P","biological_process","GO:0008150","g"
"YCR007C","YCR007C","P","biological_process","GO:0008150","g"
"YJR087W","YJR087W","P","biological_process","GO:0008150","g"
"YGL164C","YRB30","P","biological_process","GO:0008150","g"
"YKR004C","ECM9","P","biological_process","GO:0008150","g"
"RUF5-2","RUF5-2","P","biological_process","GO:0008150","g"
"YDR320W-B","YDR320W-B","P","biological_process","GO:0008150","g"
"YFL063W","YFL063W","P","biological_process","GO:0008150","g"
"YDL041W","YDL041W","P","biological_process","GO:0008150","g"
"YBR053C","YBR053C","P","biological_process","GO:0008150","g"
"YHL041W","YHL041W","P","biological_process","GO:0008150","g"
"YDR505C","PSP1","P","biological_process","GO:0008150","g"
"YGL042C","YGL042C","P","biological_process","GO:0008150","g"
"YEL068C","YEL068C","P","biological_process","GO:0008150","g"
"YBL077W","YBL077W","P","biological_process","GO:0008150","g"
"YBR242W","YBR242W","P","biological_process","GO:0008150","g"
"YGL083W","SCY1","P","biological_process","GO:0008150","g"
"YGR242W","YGR242W","P","biological_process","GO:0008150","g"
"YPR098C","YPR098C","P","biological_process","GO:0008150","g"
"YMR193C-A","YMR193C-A","P","biological_process","GO:0008150","g"
"YDR282C","MRX10","P","biological_process","GO:0008150","g"
"YLR462W","YLR462W","P","biological_process","GO:0008150","g"
"YPL222C-A","YPL222C-A","P","biological_process","GO:0008150","g"
"YAL037C-B","YAL037C-B","P","biological_process","GO:0008150","g"
"YAL037W","YAL037W","P","biological_process","GO:0008150","g"
"YEL077C","YEL077C","P","biological_process","GO:0008150","g"
"YEL077W-A","YEL077W-A","P","biological_process","GO:0008150","g"
"YHR049W","FSH1","P","biological_process","GO:0008150","g"
"YJL027C","YJL027C","P","biological_process","GO:0008150","g"
"YLL056C","YLL056C","P","biological_process","GO:0008150","g"
"YGL258W-A","YGL258W-A","P","biological_process","GO:0008150","g"
"YIL142C-A","YIL142C-A","P","biological_process","GO:0008150","g"
"YDR193W","YDR193W","P","biological_process","GO:0008150","g"
"YER006C-A","YER006C-A","P","biological_process","GO:0008150","g"
"YDR157W","YDR157W","P","biological_process","GO:0008150","g"
"YER175W-A","YER175W-A","P","biological_process","GO:0008150","g"
"YIL102C-A","YIL102C-A","P","biological_process","GO:0008150","g"
"YEL028W","YEL028W","P","biological_process","GO:0008150","g"
"YIL054W","YIL054W","P","biological_process","GO:0008150","g"
"YHR054W-A","YHR054W-A","P","biological_process","GO:0008150","g"
"YJL032W","YJL032W","P","biological_process","GO:0008150","g"
"YLL066W-B","YLL066W-B","P","biological_process","GO:0008150","g"
"YDR467C","YDR467C","P","biological_process","GO:0008150","g"
"YLL067C","YLL067C","P","biological_process","GO:0008150","g"
"YBR255C-A","RCF3","P","biological_process","GO:0008150","g"
"YGL218W","YGL218W","P","biological_process","GO:0008150","g"
"YIL059C","YIL059C","P","biological_process","GO:0008150","g"
"YDR034W-B","YDR034W-B","P","biological_process","GO:0008150","g"
"YLR236C","YLR236C","P","biological_process","GO:0008150","g"
"YIL060W","YIL060W","P","biological_process","GO:0008150","g"
"YMR295C","YMR295C","P","biological_process","GO:0008150","g"
"YHR180W","YHR180W","P","biological_process","GO:0008150","g"
"YER147C-A","YER147C-A","P","biological_process","GO:0008150","g"
"YNL339W-A","YNL339W-A","P","biological_process","GO:0008150","g"
"YBL094C","YBL094C","P","biological_process","GO:0008150","g"
"YDR199W","YDR199W","P","biological_process","GO:0008150","g"
"YDL016C","YDL016C","P","biological_process","GO:0008150","g"
"YOR356W","CIR2","P","biological_process","GO:0008150","g"
"YDR249C","YDR249C","P","biological_process","GO:0008150","g"
"YDR524W-C","YDR524W-C","P","biological_process","GO:0008150","g"
"YER068C-A","YER068C-A","P","biological_process","GO:0008150","g"
"YHR139C-A","YHR139C-A","P","biological_process","GO:0008150","g"
"YMR111C","YMR111C","P","biological_process","GO:0008150","g"
"YLR154W-B","YLR154W-B","P","biological_process","GO:0008150","g"
"YFR020W","CSS2","P","biological_process","GO:0008150","g"
"YLR154C-H","YLR154C-H","P","biological_process","GO:0008150","g"
"YER071C","TDA2","P","biological_process","GO:0008150","g"
"YGL230C","YGL230C","P","biological_process","GO:0008150","g"
"YBL100W-C","YBL100W-C","P","biological_process","GO:0008150","g"
"YLR154W-F","YLR154W-F","P","biological_process","GO:0008150","g"
"YOL073C","DSC2","P","biological_process","GO:0008150","g"
"YJL182C","YJL182C","P","biological_process","GO:0008150","g"
"YJR116W","TDA4","P","biological_process","GO:0008150","g"
"YOR200W","YOR200W","P","biological_process","GO:0008150","g"
"YLR156W","YLR156W","P","biological_process","GO:0008150","g"
"YIL115W-A","YIL115W-A","P","biological_process","GO:0008150","g"
"YKL107W","YKL107W","P","biological_process","GO:0008150","g"
"YLR157C-C","YLR157C-C","P","biological_process","GO:0008150","g"
"YCR087W","YCR087W","P","biological_process","GO:0008150","g"
"YML117W","NAB6","P","biological_process","GO:0008150","g"
"YER076W-A","YER076W-A","P","biological_process","GO:0008150","g"
"YDR348C","PAL1","P","biological_process","GO:0008150","g"
"YMR122W-A","YMR122W-A","P","biological_process","GO:0008150","g"
"YPL023C","MET12","P","biological_process","GO:0008150","g"
"YER077C","MRX1","P","biological_process","GO:0008150","g"
"YDR542W","PAU10","P","biological_process","GO:0008150","g"
"YLR250W","SSP120","P","biological_process","GO:0008150","g"
"YLR161W","YLR161W","P","biological_process","GO:0008150","g"
"YOR102W","YOR102W","P","biological_process","GO:0008150","g"
"YER158C","YER158C","P","biological_process","GO:0008150","g"
"YBL108C-A","PAU9","P","biological_process","GO:0008150","g"
"YPR127W","YPR127W","P","biological_process","GO:0008150","g"
"YNL179C","YNL179C","P","biological_process","GO:0008150","g"
"YJR124C","YJR124C","P","biological_process","GO:0008150","g"
"YLR436C","ECM30","P","biological_process","GO:0008150","g"
"YMR316C-A","YMR316C-A","P","biological_process","GO:0008150","g"
"YHR073C-B","YHR073C-B","P","biological_process","GO:0008150","g"
"YDR355C","YDR355C","P","biological_process","GO:0008150","g"
"YBR277C","YBR277C","P","biological_process","GO:0008150","g"
"YMR222C","FSH2","P","biological_process","GO:0008150","g"
"YBR134W","YBR134W","P","biological_process","GO:0008150","g"
"YOL084W","PHM7","P","biological_process","GO:0008150","g"
"YDL206W","YDL206W","P","biological_process","GO:0008150","g"
"YDR491C","YDR491C","P","biological_process","GO:0008150","g"
"YOR376W-A","YOR376W-A","P","biological_process","GO:0008150","g"
"YGR126W","YGR126W","P","biological_process","GO:0008150","g"
"YOL085W-A","YOL085W-A","P","biological_process","GO:0008150","g"
"YLR311C","YLR311C","P","biological_process","GO:0008150","g"
"YAL061W","BDH2","P","biological_process","GO:0008150","g"
"YDL159C-B","YDL159C-B","P","biological_process","GO:0008150","g"
"YBL065W","YBL065W","P","biological_process","GO:0008150","g"
"YJL199C","MBB1","P","biological_process","GO:0008150","g"
"YPL257W","YPL257W","P","biological_process","GO:0008150","g"
"YOR218C","YOR218C","P","biological_process","GO:0008150","g"
"YMR272W-A","YMR272W-A","P","biological_process","GO:0008150","g"
